"id","type_1","type_2","type_3","heroId","heroName","eName","cName","rCD","gradient","updateId","wikiId","skinNum","heroVote","tagType","tagText","qqBanTimes","qqBanRate","qqPickTimes","qqPickRate","qqWinTimes","qqWinRate","qqScore","wxBanTimes","wxBanRate","wxPickTimes","wxPickRate","wxWinTimes","wxWinRate","wxScore","allBanTimes","allBanRate","allPickTimes","allPickRate","allWinTimes","allWinRate","allExpectRate","allScore","allScore_ex","avgScore","avgQQFightPower","pickTimes_w","pickTimes_m","skillId_1","skillPickTimes_1","skillPickRate_1","skillId_2","skillPickTimes_2","skillPickRate_2","killCnt","deadCnt","assistCnt","hurtTransRate","totalHurtCnt","totalHeroHurtCnt","totalBehurtCnt","totalBeheroHurtCnt","behurtPerDeath","equipmentMoney","equipmentMoneyMin","joinGamePercent","heroLevel","towerCnt","maxTower","kdaScore","monsterCoin","killSoldier","buildingDamage","ctrlTime","healCnt","winMvpTimes","winMvpRate","loseMvpTimes","loseMvpRate","allMvpRate","evaluateSilverTimes","evaluateSilverRate","evaluateGoldTimes","evaluateGoldRate","allBrandRate","adaptationRate","usedtime","trend","isUp","oldIndex","newIndex","changeValue","onlineTime","adjustmentTime","skinTime","updateTime"
"64","2",,,"182","干将莫邪","gàn_jiāng_mò_xié|gàn_jiāng_mò_yé|gàn_jiāng|mò_yé","干将|莫邪|gjmy","99","2","233695744","22992421","1","0.5",,,"2","0.000110852","1808","0.100211","915","0.506084","45.3602","5","0.000379449","1372","0.104121","676","0.492711","45.5072","7","0.000224222","3180","0.101861","1591","0.500314","0.0170121","45.4337","556744","30.5803","12306","14972",,"80115","14417","0.997026","1233","13816","0.955463","3.8912","2.956","5.1698","1.45994","319837","101181","45574.7","40885.2","16486.6","9946.67","682.821","0.577698","13.9097","0.2123","0.055","6.65018","594.898","45.5072","1546.94","2.19906","6217.67","426","0.133962","424","0.133333","0.267296","461","0.144969","268","0.084277","0.229245","0.0578512","876.856","2","4","38","38","-0.00291915","22/5/2017 00:00:00",,"2/3/2023 00:00:00","11/8/2024 00:30:03"
"65","4","2",,"190","诸葛亮","zhū_gě_liàng|ā_liàng","村夫|zgl","99","2","233695495",,"1","0.3333",,,"2","0.000110852","1079","0.0598049","576","0.533828","38.6662","2","0.00015178","1011","0.0767246","530","0.524233","41.5756","4","0.000128127","2090","0.0669464","1106","0.529187","0.0342223","40.1209","491641","49.7019","12302","9748",,"80104","6549","0.696628","1424","6629","0.705138","5.1426","2.8761","4.7545","1.21043","500509","96804.7","68106.1","51119.2","21236.2","11406.2","795.913","0.622614","14.3354","0.1297","0.034","7.43439","2402.03","38.7636","1263.61","0.87799","5515.26","395","0.188995","292","0.139713","0.328708","329","0.157416","219","0.104785","0.262201","0.0330578","867.32","0","0","51","50","-0.0000232108","24/1/2017 00:00:00","27/6/2024 00:00:00","6/6/2024 00:00:00","11/8/2024 00:30:03"
"66","5",,,"175","钟馗","zhōng_kuí","城管|zk","99","5","233693871",,"1","0",,,"38","0.0021062","626","0.0346968","318","0.507987","32.602","51","0.00387038","582","0.0441679","271","0.465636","32.5992","89","0.00285083","1208","0.0386944","589","0.487583","0.0170088","32.6006","342958","42.8673","9885","5930",,"80115","4403","0.768814","1341","2968","0.518247","1.5604","4.4421","10.2334","0.761341","63267.1","37099.5","92416.9","85616.4","22703.5","7453.63","519.033","0.656949","13.2202","0.0571","0.019","5.74517","234.063","7.17301","442.785","32.827","6293.94","30","0.024834","15","0.012417","0.037252","111","0.091887","71","0.058775","0.150662","0.0165289","858.325","0","0","96","90","-0.00250728","24/3/2016 00:00:00",,"29/9/2021 00:00:00","11/8/2024 00:30:03"
"67","5","2",,"156","张良","zhāng_liáng","zl","99","5","233692149",,"1","0",,,"16","0.00088682","223","0.01236","118","0.529148","29.0403","29","0.0022008","393","0.0298247","176","0.447837","28.6319","45","0.00144143","616","0.0197316","294","0.477273","0.0107673","28.8361","270165","41.717","9425","2660",,"80115","1314","0.537863","1353","497","0.203438","1.5292","3.4643","8.8328","0.87224","124342","44256.8","55972.5","50296.4","17327.2","7835.77","553.918","0.64362","13.2549","0.1201","0.0325","6.46542","348.261","20.2484","990.554","19.8166","7524.96","27","0.043831","27","0.043831","0.087662","64","0.103896","33","0.053571","0.157468","0","839.927","0","0","108","110","-0.00108837","26/10/2015 00:00:00",,"29/7/2022 00:00:00","11/8/2024 00:30:03"
"68","2",,,"152","王昭君","wáng_zhāo_jun","昭君|凤凰于飞|wzj","99","2.5","233690714","23057693","1","0",,,"11","0.000609689","1696","0.0940029","874","0.51533","44.6433","12","0.000910678","1502","0.113986","747","0.497337","47.778","23","0.000736731","3198","0.102438","1621","0.506879","0.118947","46.2106","539093","36.5387","11730","14714",,"80115","13741","0.960976","1426","4014","0.280719","2.2158","3.2201","7.9687","1.26889","181688","72205.6","62560.7","56801.7","21290.3","8264.29","584.149","0.637577","13.6163","0.2064","0.0572","6.84367","377.786","27.4478","1535.97","29.9678","5023.71","176","0.055034","252","0.078799","0.133834","391","0.122264","216","0.067542","0.189806","0","865.501","2","0","46","41","-0.00212162","1/1/1999 00:00:00","18/4/2024 00:00:00","20/10/2022 00:00:00","11/8/2024 00:30:03"
"69","2",,,"148","姜子牙","jiāng_zǐ_yá","姜老头|姜太公|zjy","99","2.5","233692016",,"1","0",,,"8","0.00044341","1276","0.0707239","572","0.448276","36.614","12","0.000910678","1184","0.0898535","577","0.487331","42.4511","20","0.000640635","2460","0.0787982","1149","0.467073","0.00952565","39.5325","443516","32.4096","11328","12676",,"80115","11723","0.940096","1426","8006","0.642021","2.4037","2.8789","6.4829","1.33699","245044","81233.2","44875.8","40918.7","16629","9034.19","624.729","0.595946","17.2337","0.1898","0.0589","6.5702","457.354","35.5419","2455.53","24.0573","6666.13","167","0.067886","259","0.105285","0.173171","239","0.097154","158","0.064228","0.161382","0.0495868","859.737","2","7","52","57","-0.00262207","1/1/1999 00:00:00",,"3/11/2023 00:00:00","11/8/2024 00:30:03"
"70","2",,,"142","安琪拉","ān_qí_lā","安吉拉|aql","99","4","233689731","22966052","1","0",,,"5","0.000277131","568","0.0314821","275","0.484155","30.5388","2","0.00015178","424","0.0321773","191","0.450472","28.978","7","0.000224222","992","0.0317755","466","0.469758","0.0218212","29.7584","333264","26.8006","11249","4882",,"80115","4734","0.993286","12211","724","0.151909","3.7107","2.9345","4.8942","1.15625","262440","72712.9","58070.9","52070.7","21150.2","9626.59","672.717","0.560536","13.6925","0.1573","0.0504","6.27079","537.64","41.5484","1290.39","12.377","5942.59","105","0.105847","120","0.120968","0.226815","128","0.129032","78","0.078629","0.207661","0.0247934","855.712","0","0","89","93","-0.000443921","1/1/1999 00:00:00","30/5/2024 00:00:00","13/6/2024 00:00:00","11/8/2024 00:30:03"
"71","2",,,"136","武则天","wǔ_zé_tiān","女帝|wzt","99","2.5","233691710","22881296","1","0.6",,,"2","0.000110852","817","0.0452832","420","0.514076","34.7743","1","0.0000758898","748","0.0567656","365","0.487968","35.761","3","0.0000960953","1565","0.0501297","785","0.501597","0.0167522","35.2676","408928","32.8017","11658","7016",,"80115","6555","0.985714","12211","1777","0.267218","2.4224","2.846","8.0441","1.34524","265787","85541.4","49127.5","44864.1","18949.4","9270.23","647.549","0.671369","13.7687","0.1054","0.0288","7.95627","472.417","38.6895","967.096","40.8141","7172.49","122","0.077955","100","0.063898","0.141853","205","0.13099","97","0.061981","0.192971","0.0413223","868.359","0","2","69","68","-0.000750429","1/1/1999 00:00:00","2/4/2024 00:00:00",,"11/8/2024 00:30:03"
"72","2",,,"127","甄姬","zhēn_jī","蒸鸡|zj","99","0.5","233689786","22999301","1","0.7692",,,"3375","0.187064","4899","0.271533","2572","0.525005","103.94","622","0.0472035","2458","0.186537","1275","0.518714","69.1436","3997","0.128031","7357","0.235658","3847","0.522903","0.0071334","86.5417","1156280","25.4601","13360","34705",,"80115","33383","0.992626","12211","10875","0.323362","2.3098","2.7432","6.9734","1.54351","238826","98387.7","47757.1","42436.2","18425","8980.27","608.401","0.60237","13.7727","0.1057","0.0284","7.14855","418.405","32.1173","827.084","26.6225","7438.43","683","0.092837","866","0.117711","0.210548","1128","0.153323","805","0.10942","0.262743","0.00826446","884.121","2","8","9","9","0.00881123","1/1/1999 00:00:00","23/5/2024 00:00:00","9/11/2023 00:00:00","11/8/2024 00:30:03"
"73","2",,,"124","周瑜","zhōu_yú","都督|zy","99","3","233692475","22960393","1","0",,,"1","0.0000554262","499","0.0276577","251","0.503006","30.6888","2","0.00015178","423","0.0321014","212","0.501182","31.4984","3","0.0000960953","922","0.0295333","463","0.502169","0.0130411","31.0936","347906","36.9149","11243","4112",,"80115","3813","0.989362","1424","1647","0.427348","2.295","3.3601","7.3124","1.31128","289262","85938.7","65727.1","57286.1","20555.7","9445.08","671.544","0.638589","13.769","0.5586","0.2039","6.30124","533.609","45.1453","6812.01","13.397","21891.3","74","0.08026","78","0.084599","0.164859","119","0.129067","79","0.085683","0.214751","0.0165289","854.328","0","0","92","86","-0.0015914","10/11/2015 00:00:00","30/5/2024 00:00:00","26/12/2023 00:00:00","11/8/2024 00:30:03"
"74","2",,,"119","扁鹊","biǎn_què","奶爸|鹊鹊|毒奶|bq","99","5","233690477","25524481","1","0",,,"1","0.0000554262","145","0.0080368","69","0.475862","25.4074","1","0.0000758898","136","0.010321","65","0.477941","25.9707","2","0.0000640635","281","0.00900093","134","0.476868","0.0053576","25.6891","250263","31.2235","9818","1449",,"80115","1350","0.979681","1237","635","0.460813","2.2811","2.9822","7.7117","1.05053","201906","64212.5","77412.3","66781.2","28659.4","8994.46","650.366","0.723623","13.5907","0.1886","0.0641","7.23235","575.487","35.0249","1772.57","5.55872","103997","25","0.088968","23","0.081851","0.170819","46","0.163701","26","0.092527","0.256228","0","827.996","0","0","116","114","-0.000480939","1/1/1999 00:00:00","30/5/2024 00:00:00","14/3/2024 00:00:00","11/8/2024 00:30:03"
"75","5",,,"118","孙膑","sūn_bìn","天使|孙斌|小天使|sb","99","1","233690199","22974262","1","1",,,"1747","0.0968296","3720","0.206186","2017","0.542204","80.451","1935","0.146847","3371","0.255825","1725","0.511718","95.1066","3682","0.117941","7091","0.227137","3742","0.527711","0.168785","87.7788","1094690","41.9497","12523","32382",,"80102","25389","0.814533","1333","8388","0.269105","1.1221","2.2794","10.2564","0.822663","84755.6","42027.5","77687","70245.4","36466.3","7672.62","533.799","0.725372","13.4892","0.1788","0.0499","10.1912","305.89","8.40206","1524.41","16.1224","15098.9","648","0.091383","488","0.06882","0.160203","1212","0.170921","1055","0.14878","0.319701","0.00826446","862.864","1","0","10","10","-0.00144932","1/1/1999 00:00:00","28/3/2024 00:00:00","19/3/2024 00:00:00","11/8/2024 00:30:03"
"76","2",,,"115","高渐离","gāo_jiàn_lí","摇滚|离歌|离哥|gjl","99","3.5","233691331","25006043","1","0",,,"1","0.0000554262","445","0.0246647","220","0.494382","29.659","1","0.0000758898","337","0.0255749","174","0.51632","30.9405","2","0.0000640635","782","0.0250488","394","0.503836","0.00987606","30.2997","329964","26.872","10930","3754",,"80110","2709","0.722015","1232","1729","0.460821","4.2775","3.7327","5.3159","1.3477","261345","84757.4","75619.4","64661.3","20826.8","9698.64","693.414","0.619818","13.6189","0.4169","0.124","5.49079","496.125","40.8875","3865.95","0.863171","11941.8","87","0.111253","88","0.112532","0.223785","99","0.126598","63","0.080563","0.207161","0.00826446","825.327","0","2","95","95","-0.00164175","1/1/1999 00:00:00","11/1/2024 00:00:00","10/6/2022 00:00:00","11/8/2024 00:30:03"
"77","2",,,"110","嬴政","yíng_zhèng","赢政|秦王|秦始皇|yz","99","5","233691393",,"1","0",,,"2","0.000110852","248","0.0137457","101","0.407258","23.1259","0","0","238","0.0180618","106","0.445378","25.8813","2","0.0000640635","486","0.0155674","207","0.425926","0.00777921","24.5036","247584","47.5262","10173","2625",,"80115","2367","0.926782","1424","1072","0.419734","2.7078","2.4733","5.786","1.41996","291322","94937.1","57619.1","49891.5","23822.9","9560.97","681.735","0.589772","13.6564","0.3272","0.107","7.11899","552.5","44.6255","3130.87","3.29012","5793.68","47","0.096708","70","0.144033","0.240741","68","0.139918","42","0.08642","0.226337","0","841.881","0","0","111","116","-0.000313943","1/1/1999 00:00:00",,,"11/8/2024 00:30:03"
"78","2",,,"109","妲己","dá_jǐ","狐狸|dj","99","5","233689863","22999203","1","0",,,"6","0.000332557","84","0.0046558","27","0.321429","17.0442","4","0.000303559","99","0.00751309","41","0.414141","22.2476","10","0.000320318","183","0.00586182","68","0.371585","0.00132365","19.6459","183375","21.7223","9382","975",,"80115","891","0.960129","1231","267","0.287716","2.8798","3.377","4.7978","1.16503","198024","62475.7","44222","39819.8","13765.1","8948.54","634.947","0.530656","13.0219","0.0874","0.0219","4.76213","445.634","31.9016","700.585","15.1093","5741.27","7","0.038251","21","0.114754","0.153005","20","0.10929","11","0.060109","0.169399","0","789.934","0","1","120","121","-0.000273435","1/1/1999 00:00:00","20/9/2023 00:00:00","2/4/2024 00:00:00","11/8/2024 00:30:03"
"79","2",,,"106","小乔","xiǎo_qiáo","乔妹|桥妹|小桥|天鹅|青蛇|xq","99","2.5","233690268",,"1","0.125",,,"3","0.000166279","2586","0.143332","1286","0.497293","53.5519","6","0.000455339","1939","0.14715","983","0.506962","54.8351","9","0.000288286","4525","0.144944","2269","0.501436","0.0240777","54.1935","680508","32.2353","12606","17936",,"80115","16447","0.996365","1233","15065","0.912643","3.6051","3.1286","5.989","1.30619","279644","82558.2","51140.4","45153.3","17405","9738.32","670.599","0.604038","13.8002","0.122","0.0325","6.58914","585.717","38.6559","957.471","14.2853","5876.67","459","0.101436","616","0.136133","0.237569","728","0.160884","402","0.08884","0.249724","0.0743802","863.701","2","3","33","28","-0.00234878","1/1/1999 00:00:00","30/5/2024 00:00:00","11/4/2024 00:00:00","11/8/2024 00:30:03"
"80","3",,,"508","伽罗","gā_luó|jiā_luó","长臂猿|jl","99","3","298690587",,"1","0",,,"7","0.000387984","493","0.0273251","248","0.503043","30.6657","5","0.000379449","462","0.0350611","238","0.515152","32.8172","12","0.000384381","955","0.0305903","486","0.508901","0.0335197","31.7414","344268","30.061","10963","4490",,"80115","4220","0.993409","1132","984","0.231638","3.9319","3.1759","5.289","1.14628","381554","79488.3","54949.3","46889.4","18115","10859.1","755.365","0.583748","14.0314","1.3696","0.5194","6.14695","1114.91","41.1654","13050.3","5.26283","8310.2","73","0.07644","70","0.073298","0.149738","95","0.099476","32","0.033508","0.132984","0","853.311","0","0","84","88","-0.00109105","27/9/2018 00:00:00","27/6/2024 00:00:00","25/1/2024 00:00:00","11/8/2024 00:30:03"
"81","3",,,"199","公孙离","gōng_sūn_lí|ā_lí","阿离|啊离|乔离|al","99","0","261537148","22921767","1","0.5789",,,"8950","0.496065","5703","0.316096","3018","0.529195","151.687","5313","0.403203","3735","0.283448","2045","0.547523","134.466","14263","0.456869","9438","0.302316","5063","0.536448","0.0744982","143.077","2085770","75.2843","14518","46451",,"80110","47383","0.994585","1421","9591","0.201318","4.1325","3.1972","5.0485","1.16123","408059","86637.9","67460","53727.4","20837.3","10992.9","776.513","0.578059","14.1255","1.3125","0.4873","6.3072","1256.22","41.7154","11730","3.65999","7512.69","1308","0.138589","1116","0.118245","0.256834","1540","0.16317","867","0.091863","0.255033","0.00826446","853.794","2","57","4","2","0.0029381","29/1/2018 00:00:00","27/6/2024 00:00:00","11/4/2024 00:00:00","11/8/2024 00:30:03"
"82","3",,,"192","黄忠","huáng_zhōng","炮台|炮架|架炮|黄老头|hz","99","3.5","233695547","24021193","1","0",,,"3","0.000166279","398","0.0220596","192","0.482412","28.5533","2","0.00015178","390","0.029597","189","0.484615","30.1691","5","0.000160159","788","0.025241","381","0.483503","0.0402299","29.3612","319714","24.7251","10950","3472",,"80115","3154","0.978288","1421","594","0.184243","3.4898","3.1904","5.2589","1.19365","380852","82861.6","62204.8","53226.9","20548.1","10609.8","751.908","0.566014","13.9886","1.4365","0.5305","5.88588","1051.95","40.1904","13348.5","5.72208","6387.86","89","0.112944","60","0.076142","0.189086","97","0.123096","53","0.067259","0.190355","0","837.935","0","2","104","98","-0.0000475391","21/2/2017 00:00:00","31/1/2024 00:00:00","23/5/2024 00:00:00","11/8/2024 00:30:03"
"83","3",,,"177","成吉思汗","chéng_jí_sī_hàn","狼狗|二哈|村长|cjsh","99","6","233695224",,"1","0.2",,,"4","0.000221705","115","0.00637402","57","0.495652","26.0851","2","0.00015178","94","0.00713364","44","0.468085","24.85","6","0.000192191","209","0.00669464","101","0.483254","0.00251759","25.4675","246653","32.3856","9722","897",,"80115","733","0.919699","1138","31","0.0388959","4.0191","2.9139","4.5742","1.08278","449229","77877.4","61327.1","51617.6","22018.9","11547.6","803.113","0.573837","13.9713","1.1531","0.488","6.32096","1450.13","42.9809","10645.9","4.6555","8054.93","35","0.167464","15","0.07177","0.239234","31","0.148325","11","0.052632","0.200957","0","835","0","4","113","117","0.000176319","27/9/2016 00:00:00",,,"11/8/2024 00:30:03"
"84","3",,,"174","虞姬","yú_jī","yj","99","2.5","233694376","23380804","1","0.3333",,,"7","0.000387984","1128","0.0625208","521","0.461879","35.6466","7","0.000531229","1114","0.0845412","520","0.466786","40.314","14","0.000448445","2242","0.0718152","1041","0.464318","0.0746047","37.9803","437267","50.3232","11561","10035",,"80115","9489","0.995384","1132","3289","0.345012","3.4826","3.1186","4.9384","1.14804","376064","81826.6","59033.8","49900","19187.5","10597.6","742.102","0.543437","14.0107","1.3158","0.4991","5.65539","997.919","42.3546","12078.3","7.79661","7633.46","165","0.073595","185","0.082516","0.156111","229","0.102141","83","0.037021","0.139161","0","855.727","0","2","59","58","-0.00255594","24/5/2016 00:00:00","28/3/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"85","3","4",,"173","李元芳","lǐ_yuán_fāng","耗子|lyf","99","4","233693951",,"1","0.1111",,,"6","0.000332557","322","0.0178472","150","0.465839","26.9029","1","0.0000758898","374","0.0283828","205","0.548128","33.0925","7","0.000224222","696","0.0222941","355","0.510057","0.0316456","29.9977","319926","70.1513","10705","3234",,"80115","2072","0.698349","1338","453","0.152679","3.7759","3.1207","6.3017","0.966667","454538","70338.9","66308.4","54033.4","20728.4","10905.1","766.628","0.640529","14.1566","1.3736","0.5","6.6634","1766.8","37.4368","13159.7","5.13506","8108.41","66","0.094828","51","0.073276","0.168103","83","0.119253","40","0.057471","0.176724","0","857.181","0","1","100","97","-0.000765116","12/4/2016 00:00:00","4/1/2024 00:00:00","6/9/2023 00:00:00","11/8/2024 00:30:03"
"86","3",,,"169","后羿","hòu_yì","后裔|吸血泵|hy","99","2","261560183","23258227","1","0.2",,,"6","0.000332557","1023","0.056701","507","0.495601","36.1618","4","0.000303559","890","0.0675419","432","0.485393","37.816","10","0.000320318","1913","0.0612768","939","0.490852","0.00948938","36.9889","423301","30.3518","11497","9002",,"80115","8363","0.986087","11210","384","0.0452777","3.219","3.4208","6.4354","1.06916","376158","74099.9","60178.4","50728.4","17773.8","10425.5","750.544","0.599592","13.9786","1.4548","0.5274","6.05435","1160.56","39.9007","13231.2","20.1108","7150.83","98","0.051228","124","0.06482","0.116048","168","0.08782","53","0.027705","0.115525","0.00826446","842.739","1","0","57","61","-0.00420199","1/1/1999 00:00:00","28/3/2024 00:00:00","18/1/2023 00:00:00","11/8/2024 00:30:03"
"87","3",,,"133","狄仁杰","dí_rén_jié","发牌|狄战士|drj","99","1.5","233690528",,"1","0",,,"30","0.00166279","3100","0.171821","1533","0.494516","59.2979","17","0.00129013","2323","0.176292","1109","0.4774","59.2897","47","0.00150549","5423","0.173708","2642","0.487184","0.158456","59.2938","719174","69.1377","12151","26032",,"80115","25333","0.998266","1155","5168","0.203649","2.8152","2.9216","6.0939","1.18678","368501","85330.8","65857.2","56099.8","23405.7","10335.1","733.198","0.572717","14.0312","1.5193","0.5549","6.40654","1006.09","41.2714","14502.5","9.5685","6347.79","348","0.064171","432","0.079661","0.143832","594","0.109533","234","0.04315","0.152683","0.00826446","858.169","0","0","25","25","-0.00285032","1/1/1999 00:00:00","30/11/2023 00:00:00","2/4/2024 00:00:00","11/8/2024 00:30:03"
"88","3",,,"132","马可波罗","mǎ_kě_bō_luó|mǎ_kè_bō_luó","mkbl","99","1.5","233695100","23719957","1","0",,,"41","0.00227248","3335","0.184846","1560","0.467766","60.6417","65","0.00493284","2933","0.222585","1373","0.468121","68.5396","106","0.00339537","6268","0.200775","2933","0.467932","0.051831","64.5906","823854","102.111","12804","27729",,"80107","14630","0.543301","1341","19026","0.706551","4.2047","3.2527","5.4371","1.09383","385076","84008.9","65041","54732.4","20493","11381","767.746","0.591776","14.1359","0.9825","0.392","6.1791","1065.69","46.5968","8041.65","0.753989","10422.4","636","0.101468","689","0.109923","0.211391","740","0.11806","400","0.063816","0.181876","0.0165289","876.524","0","0","22","21","-0.00907517","23/8/2016 00:00:00","6/9/2023 00:00:00","26/10/2023 00:00:00","11/8/2024 00:30:03"
"89","3",,,"112","鲁班七号","lǔ_bān_qī_hào","卤蛋|卤班|电玩|小书包|电玩小子|蛋总|lbqh","99","2.5","233691898","22920847","1","0.1667",,,"9","0.000498836","972","0.0538743","510","0.524691","37.0718","4","0.000303559","668","0.0506944","332","0.497006","35.0271","13","0.000416413","1640","0.0525321","842","0.513415","0.0469194","36.0495","418714","39.465","11675","8031",,"80115","7626","0.995301","1126","861","0.112373","3.7317","3.1854","5.661","1.24091","421552","90680.1","58484.4","50447","19023.8","10612.1","761.821","0.608819","14.0439","1.5963","0.5579","6.2778","1099.41","45.5299","15210.2","5.04146","6361.73","173","0.105488","168","0.102439","0.207927","216","0.131707","117","0.071341","0.203049","0.00826446","850.356","0","0","63","64","-0.00219081","1/1/1999 00:00:00","12/10/2023 00:00:00","26/10/2023 00:00:00","11/8/2024 00:30:03"
"90","3",,,"111","孙尚香","sūn_shàng_xiāng","香香|蒜香|大小姐|ssx","99","1","233690146",,"1","0.2",,,"20","0.00110852","4567","0.253132","2262","0.495292","75.5295","17","0.00129013","3224","0.244669","1629","0.505273","74.3587","37","0.00118518","7791","0.24956","3891","0.499422","0.151141","74.9441","985365","95.0878","13187","35683",,"80115","22771","0.670979","1136","5219","0.153785","4.0714","2.9646","4.8859","1.14707","412294","83201.1","66877.8","56943.9","23507.7","10974","780.285","0.586454","14.0701","1.6415","0.5743","6.4782","1143.9","45.119","15873.9","4.59671","8080.27","1067","0.136953","931","0.119497","0.25645","1196","0.15351","581","0.074573","0.228084","0","850.607","2","10","14","14","0.00517044","1/1/1999 00:00:00","27/6/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"91","5",,,"505","瑶","yáo","小鹿|巴宝莉","99","2","335662194","24164005","1","0.3333",,,"1310","0.0726084","2593","0.14372","1216","0.468955","61.2678","2333","0.177051","2838","0.215375","1423","0.501409","90.2769","3643","0.116692","5431","0.173965","2639","0.485914","0.0255102","75.7724","904040","33.527","11977","22440",,"80102","20938","0.981944","1353","14526","0.681236","0.9866","2.4804","9.8735","0.718468","70516.7","35907.6","52427.2","47871.2","22218","7860.69","549.566","0.709279","13.4066","0.0853","0.0269","9.18198","356.601","7.14859","675.264","25.9705","14362.4","250","0.046032","148","0.027251","0.073283","752","0.138464","525","0.096667","0.235132","0","850.18","2","2","21","17","-0.00700057","16/4/2019 00:00:00","18/4/2024 00:00:00","25/5/2023 00:00:00","11/8/2024 00:30:03"
"92","5",,,"509","盾山","dùn_shān","灶台|ds","99","6","295929969","22965788","1","0.75",,,"380","0.021062","238","0.0131914","115","0.483193","29.4307","560","0.0424983","228","0.0173029","127","0.557018","36.6237","940","0.0301099","466","0.0149268","242","0.519313","0.0166494","33.0272","281293","114.272","8593","2409",,"80115","2277","0.993022","1332","544","0.237244","0.5258","4.0129","9.6116","0.343133","38199.6","16143.7","80797.4","73177.7","21365.6","7358.22","509.637","0.604026","13.2811","0.2339","0.0708","5.43425","240.356","5.2103","1490.19","26.0258","17130.3","21","0.045064","6","0.012876","0.05794","65","0.139485","42","0.090129","0.229614","0","865.195","0","2","109","107","-0.000452007","4/9/2018 00:00:00","28/3/2024 00:00:00","2/11/2022 00:00:00","11/8/2024 00:30:03"
"93","5",,,"501","明世隐","míng_shì_yǐn","小明|msy","99","2","255825928","24118117","1","0.25",,,"595","0.0329786","1342","0.074382","712","0.530551","45.5263","764","0.0579798","1160","0.0880322","603","0.519828","50.8453","1359","0.0435312","2502","0.0801435","1315","0.52558","0.00488452","48.1858","535200","19.5865","11176","12721",,"80102","10699","0.850071","1232","4306","0.342126","1.1011","2.7554","9.1839","0.542086","66992.8","26136.3","70072.9","62119.7","27407.3","7571.56","552.196","0.693718","13.3321","0.2886","0.0667","8.10026","403.798","6.89528","2749.95","0.00119904","51497","100","0.039968","42","0.016787","0.056755","353","0.141087","213","0.085132","0.226219","0.0578512","826.157","1","0","36","43","0.0022164","13/12/2017 00:00:00","25/4/2024 00:00:00","9/5/2024 00:00:00","11/8/2024 00:30:03"
"94","5",,,"189","鬼谷子","guǐ_gǔ_zǐ","ggz","99","3.5","233695804","22918052","1","0",,,"24","0.00133023","494","0.0273806","259","0.524292","31.857","71","0.00538818","537","0.0407528","271","0.504655","34.0569","95","0.00304302","1031","0.0330248","530","0.514064","0.0253432","32.9569","362889","41.7561","11068","4896",,"80115","4519","0.998674","1353","387","0.0855249","1.1018","3.6052","12.2512","0.753831","76723.6","36150.1","78422.5","70108.9","23771.5","7408.69","516.013","0.740352","13.4171","0.1261","0.0378","8.30046","250.794","8.82153","1180.71","16.16","5614.25","33","0.032008","18","0.017459","0.049467","128","0.124151","68","0.065955","0.190107","0.00826446","870.309","2","2","75","79","-0.000914461","29/6/2017 00:00:00","22/2/2024 00:00:00","27/10/2022 00:00:00","11/8/2024 00:30:03"
"95","5",,,"191","大乔","dà_qiáo","乔姐|桥姐|大桥|白蛇|乔离|dq","99","0","233695607",,"1","0.3636",,,"12650","0.701142","1832","0.101541","931","0.508188","133.36","10993","0.834257","1089","0.082644","531","0.487603","145.191","23643","0.757327","2921","0.0935648","1462","0.500513","0.460967","139.276","1860580","121.512","13432","13432",,"80102","5523","0.433176","1238","544","0.0426667","1.2181","2.6861","10.2485","1.05704","147828","60285.2","79108.2","70442.3","31977.5","8072.02","555.393","0.717177","13.622","0.1541","0.0452","9.10314","293.444","17.0462","1171.98","9.72715","7956.63","200","0.06847","191","0.065389","0.133858","443","0.15166","309","0.105786","0.257446","0.0165289","881.687","2","8","5","5","0.000384184","28/2/2017 00:00:00","27/6/2024 00:00:00","23/5/2024 00:00:00","11/8/2024 00:30:03"
"97","5",,,"184","蔡文姬","cài_wén_jī","蔡姬|蔡鸡|奶妈|蔡蔡|奇迹|cwj","99","3","233694596","23098739","1","1",,,"98","0.00543177","1474","0.0816983","757","0.513569","42.697","229","0.0173788","1537","0.116643","763","0.496422","50.322","327","0.0104744","3011","0.0964477","1520","0.504816","0.028654","46.5095","536580","31.2728","11637","13273",,"80102","8551","0.684957","1232","6735","0.539491","0.4686","2.649","9.5908","0.479774","54031.6","21924.5","90542.6","81883.5","38165","7304.78","531.104","0.680021","13.2278","0.1936","0.0558","8.23616","291.7","5.67785","1445.21","32.8054","95664.1","125","0.041514","70","0.023248","0.064763","448","0.148788","292","0.096978","0.245766","0.00826446","823.545","2","0","42","42","-0.00213228","8/7/2016 00:00:00","16/5/2024 00:00:00","1/6/2023 00:00:00","11/8/2024 00:30:03"
