"id","type_1","type_2","type_3","heroId","heroName","eName","cName","rCD","gradient","updateId","wikiId","skinNum","heroVote","tagType","tagText","qqBanTimes","qqBanRate","qqPickTimes","qqPickRate","qqWinTimes","qqWinRate","qqScore","wxBanTimes","wxBanRate","wxPickTimes","wxPickRate","wxWinTimes","wxWinRate","wxScore","allBanTimes","allBanRate","allPickTimes","allPickRate","allWinTimes","allWinRate","allExpectRate","allScore","allScore_ex","avgScore","avgQQFightPower","pickTimes_w","pickTimes_m","skillId_1","skillPickTimes_1","skillPickRate_1","skillId_2","skillPickTimes_2","skillPickRate_2","killCnt","deadCnt","assistCnt","hurtTransRate","totalHurtCnt","totalHeroHurtCnt","totalBehurtCnt","totalBeheroHurtCnt","behurtPerDeath","equipmentMoney","equipmentMoneyMin","joinGamePercent","heroLevel","towerCnt","maxTower","kdaScore","monsterCoin","killSoldier","buildingDamage","ctrlTime","healCnt","winMvpTimes","winMvpRate","loseMvpTimes","loseMvpRate","allMvpRate","evaluateSilverTimes","evaluateSilverRate","evaluateGoldTimes","evaluateGoldRate","allBrandRate","adaptationRate","usedtime","trend","isUp","oldIndex","newIndex","changeValue","onlineTime","adjustmentTime","skinTime","updateTime"
"32","4",,,"502","裴擒虎","péi_qín_hǔ","老虎|小虎|虎子|脑虎|李小龙|pqh","99","1","266543930",,"1","0.2222",,,"369","0.0204523","3249","0.18008","1597","0.491536","63.1493","206","0.0156333","2085","0.15823","1058","0.507434","58.9719","575","0.0184183","5334","0.170857","2655","0.49775","0.118677","61.0606","813205","57.343","13322","25972",,"80104","26171","0.997599","1523","6701","0.255432","4.3823","2.8305","4.4604","0.889614","544390","65901.9","78967.5","58523.3","25144.1","11437.8","828.541","0.596317","14.3472","1.2733","0.4271","6.89879","3259.49","29.1835","11766.4","3.19179","5080.14","852","0.15973","578","0.108361","0.268091","841","0.157668","539","0.10105","0.258718","0.0165289","834.547","1","0","20","22","0.00558851","28/2/2018 00:00:00",,"6/2/2024 00:00:00","11/8/2024 00:30:03"
"33","4","1",,"180","哪吒","né_zhā","娜扎|挪扎|那托|三太子|nz","99","1.5","233695436",,"1","0",,,"203","0.0112515","1959","0.10858","945","0.482389","47.2419","88","0.0066783","1372","0.104121","674","0.491254","46.2216","291","0.00932125","3331","0.106698","1619","0.48604","0.00789057","46.7318","562884","29.4995","12093","15900",,"80108","9265","0.576827","1138","3083","0.191944","3.7319","3.9325","4.9295","0.935515","311963","64230","116724","92965.2","28861.1","10089.1","680.788","0.540995","13.9646","0.2023","0.0609","4.8363","1342.78","31.9784","1808.17","8.52147","6274.82","236","0.07085","299","0.089763","0.160612","420","0.126088","270","0.081057","0.207145","0.0743802","871.672","2","7","43","36","-0.00157184","12/1/2017 00:00:00","30/5/2024 00:00:00","28/1/2022 00:00:00","11/8/2024 00:30:03"
"34","4",,,"183","雅典娜","yǎ_diǎn_nà","ydn","99","2","233695037","23059499","1","0",,,"29","0.00160736","976","0.054096","571","0.585041","40.2722","27","0.00204902","625","0.0474311","333","0.5328","36.3824","56","0.00179378","1601","0.0512829","904","0.564647","0.0153677","38.3273","454293","32.1371","11873","7304",,"80104","6737","0.976802","1534","5311","0.770045","3.8682","3.7133","6.2511","0.831605","518781","63294.5","133311","106664","35948.6","11011","764.672","0.647163","14.4491","0.4272","0.1205","6.01944","3179.73","25.6783","4624.15","14.6415","23335.8","136","0.084947","100","0.062461","0.147408","211","0.131793","113","0.070581","0.202374","0.0165289","867.963","0","0","55","55","0.000890627","2/8/2016 00:00:00","20/9/2023 00:00:00","10/11/2020 00:00:00","11/8/2024 00:30:03"
"35","1","4",,"178","杨戬","yáng_jiǎn","二郎神|哮天犬|yj","99","5","233695316",,"1","0.5",,,"1","0.0000554262","93","0.00515464","43","0.462366","24.1561","0","0","87","0.00660241","39","0.448276","23.7343","1","0.0000320318","180","0.00576572","82","0.455556","0.00232378","23.9452","229730","31.982","9611","977",,"80115","770","0.821772","11210","43","0.0458911","3.3278","3.3778","3.5","0.866667","268637","54357.4","83294","69367.2","25444.7","9844.11","708.044","0.472806","13.7556","0.4833","0.1333","4.66889","891.328","37.7611","3946.33","12.3222","32515.6","14","0.077778","18","0.1","0.177778","22","0.122222","13","0.072222","0.194444","0","830.572","0","0","112","119","0.0000975004","11/10/2016 00:00:00","4/1/2024 00:00:00","6/6/2024 00:00:00","11/8/2024 00:30:03"
"36","4",,,"170","刘备","liú_bèi","皇叔|刘皇叔|lb","99","5","233693506",,"1","0",,,"1","0.0000554262","125","0.00692828","50","0.4","21.3926","0","0","106","0.00804432","37","0.349057","19.0617","1","0.0000320318","231","0.00739934","87","0.376623","0.00455118","20.2271","196041","31.9806","9761","989",,"80104","878","0.995465","1425","351","0.397959","3.4848","2.7965","3.6147","0.780952","530046","56561.3","86837.4","67697","28722.8","11290","800.369","0.509675","14.3333","0.8918","0.3506","5.42632","3443.55","25.7836","8582.59","7.57576","8088.06","20","0.08658","32","0.138528","0.225108","27","0.116883","15","0.064935","0.181818","0","851.195","0","0","121","120","-0.00094063","1/2/2016 00:00:00","2/4/2024 00:00:00","30/5/2024 00:00:00","11/8/2024 00:30:03"
"37","4",,,"167","孙悟空","sūn_wù_kōng","猴|猴子|猴哥|悟空|吉吉|猴三棒|大师兄|吉吉国王|swk","99","3.5","233692737",,"1","0.5",,,"2","0.000110852","745","0.0412925","363","0.487248","32.6348","3","0.000227669","541","0.0410564","253","0.467652","31.6224","5","0.000160159","1286","0.0411929","616","0.479005","0.0238879","32.1286","366426","25.8874","11503","6302",,"80104","6125","0.98886","1421","2316","0.37391","4.5047","3.619","3.6866","0.759254","556561","54991.3","81683.5","59556.5","20240.1","11241","795.869","0.534762","14.3911","0.6104","0.1952","5.23117","3257.52","24.944","5869.04","7.3647","5896.1","130","0.101089","123","0.095645","0.196734","145","0.112753","91","0.070762","0.183515","0.00826446","844.079","0","0","87","78","-0.00244066","30/11/2015 00:00:00","28/3/2024 00:00:00","18/1/2023 00:00:00","11/8/2024 00:30:03"
"38","1","4",,"166","亚瑟","yà_sè","大宝剑|ys","99","5","233689386","22992702","1","0.3333",,,"3","0.000166279","166","0.00920075","76","0.457831","24.7525","2","0.00015178","239","0.0181377","122","0.51046","29.1695","5","0.000160159","405","0.0129729","198","0.488889","0.00180756","26.961","265970","26.1495","9878","1670",,"80108","1399","0.877116","1422","1210","0.758621","3.3753","3.6148","4.9951","0.842469","204743","49260.6","93096.1","76207.4","25876.1","9088.47","661.247","0.5468","13.5877","0.3432","0.1086","5.23005","580.494","33.6321","3136.33","12.1235","42312.2","25","0.061728","31","0.076543","0.138272","50","0.123457","28","0.069136","0.192593","0","827.56","0","2","115","112","-0.00147547","12/10/2015 00:00:00","11/4/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"39","4",,,"163","橘右京","jú_yòu_jīng","橘子|橘桑|jyj","99","2.5","233695170","22969214","1","0",,,"6","0.000332557","837","0.0463918","385","0.459976","32.3187","4","0.000303559","644","0.048873","329","0.51087","35.356","10","0.000320318","1481","0.0474391","714","0.482107","0.0027116","33.8374","412275","34.0064","12231","6885",,"80104","6182","0.88542","1138","2776","0.397594","4.1006","3.0095","4.5071","0.864686","504256","63314.3","76746.7","60032.8","24341.6","11314.6","795.082","0.562326","14.2728","0.6975","0.2282","6.44741","2823.18","32.1404","6738.68","8.20122","31105.9","177","0.119514","148","0.099932","0.219446","239","0.161377","166","0.112086","0.273464","0.0413223","846.292","0","0","67","66","-0.00099136","30/8/2016 00:00:00","25/4/2024 00:00:00","2/4/2024 00:00:00","11/8/2024 00:30:03"
"40","1",,,"154","花木兰","huā_mù_lán","瑞麟|hml","99","1.5","233693263","22992350","1","0.125",,,"3","0.000166279","2934","0.162621","1452","0.494888","57.2893","2","0.00015178","2030","0.154056","1009","0.497044","55.6825","5","0.000160159","4964","0.159006","2461","0.49577","0.0801537","56.4859","725730","88.8641","12909","22274",,"80115","20873","0.992157","1421","16567","0.78748","3.4726","3.5113","4.2367","0.843856","302606","59008.7","65363.5","55930.6","19094.5","10339.9","716.401","0.488529","14.0143","0.5496","0.1916","4.7035","646.281","49.5949","4916.57","22.45","7673.88","478","0.096293","560","0.112812","0.209106","759","0.152901","536","0.107977","0.260878","0.00826446","870.314","2","0","24","24","0.000126266","30/12/2015 00:00:00","27/6/2024 00:00:00","30/5/2024 00:00:00","11/8/2024 00:30:03"
"41","4",,,"150","韩信","hán_xìn","猫雷|hx","99","3.5","233691612","23091352","1","0.4",,,"1","0.0000554262","517","0.0286554","252","0.487427","30.1094","0","0","415","0.0314943","207","0.498795","31.2386","1","0.0000320318","932","0.0298536","459","0.492489","0.0262818","30.674","358150","46.1948","11431","4224",,"80104","3723","0.99652","1532","479","0.128212","3.7178","2.4925","4.603","0.70118","568318","52879.2","81447.9","59671.7","29141.9","12086","840.96","0.56351","14.4109","0.7918","0.2811","7.19526","3485.58","28.4431","7509.61","13.8723","13836.8","148","0.158798","130","0.139485","0.298283","182","0.195279","141","0.151288","0.346567","0.0165289","841.386","2","7","78","82","-0.00182011","1/1/1999 00:00:00","27/6/2024 00:00:00","25/4/2024 00:00:00","11/8/2024 00:30:03"
"42","4",,,"146","露娜","lù_nà","露辣|紫霞|ln","99","3","233692100","22980128","1","0.4444",,,"24","0.00133023","680","0.0376898","338","0.497059","32.5572","24","0.00182136","494","0.0374896","242","0.489879","32.2195","48","0.00153753","1174","0.0376053","580","0.494037","0.0466076","32.3883","392126","56.6676","12171","5656",,"80104","5551","0.996589","1333","657","0.117953","3.8578","2.8475","4.7308","0.87385","576580","70864.9","100997","74270.3","32038.9","11772.4","809.418","0.555683","14.4761","0.3629","0.1014","6.6706","3256.42","30.7913","4000","11.8995","9250.97","187","0.159284","147","0.125213","0.284497","207","0.17632","161","0.137138","0.313458","0","872.98","0","0","74","72","-0.000639504","20/10/2015 00:00:00","18/4/2024 00:00:00","22/2/2024 00:00:00","11/8/2024 00:30:03"
"43","1",,,"139","老夫子","lǎo_fū_zǐ","老天子|lfz","99","1","233690609","22920183","1","0.4545",,,"39","0.00216162","4212","0.233455","2173","0.515907","72.7566","16","0.00121424","2370","0.179859","1219","0.514346","61.8408","55","0.00176175","6582","0.210833","3392","0.515345","0.0631586","67.2987","848368","55.9424","12640","33148",,"80115","29643","0.903695","1425","8108","0.24718","1.9657","3.6095","5.2853","0.676026","226764","42475.4","66269.5","53064.4","17444.2","9439.7","668.734","0.472769","13.7748","1.0175","0.3902","4.21144","533.734","40.2634","8071.43","16.2362","10325.6","374","0.056822","397","0.060316","0.117138","879","0.133546","593","0.090094","0.22364","0.0165289","839.044","2","2","17","20","0.00445685","1/1/1999 00:00:00","4/1/2024 00:00:00","11/8/2022 00:00:00","11/8/2024 00:30:03"
"44","4",,,"131","李白","lǐ_bái","凤求凰|诗仙|lb","99","3","233693817","22960662","1","0.4286",,,"1","0.0000554262","518","0.0287108","249","0.480695","29.7838","1","0.0000758898","447","0.0339227","225","0.503356","31.9618","2","0.0000640635","965","0.0309107","474","0.491192","0.0248724","30.8728","357631","46.7885","11667","4491",,"80104","4238","0.990187","1425","2795","0.653037","3.6798","2.9554","5","0.922073","538387","70214.4","66045.5","48187.4","19775.2","11586.7","780.83","0.565076","14.4528","0.6052","0.201","6.56063","3119.01","29.143","5421.18","11.5927","9140.01","103","0.106736","97","0.100518","0.207254","111","0.115026","73","0.075648","0.190674","0.0165289","879.299","0","0","81","83","-0.00145716","1/3/2016 00:00:00","25/4/2024 00:00:00","18/1/2024 00:00:00","11/8/2024 00:30:03"
"45","4",,,"130","宫本武藏","gōng_běn_wǔ_cáng|gōng_běn|wǔ_cáng","宫本|武藏|剑圣|gbwz","99","1","233692342",,"1","0.6667",,,"4273","0.236836","2816","0.15608","1355","0.481179","84.8795","2015","0.152918","1865","0.141534","907","0.486327","71.738","6288","0.201416","4681","0.149941","2262","0.48323","0.0261033","78.3088","1013160","25.3417","12965","22115",,"80104","20269","0.988394","1137","8720","0.425221","3.894","3.3982","4.6447","0.780218","465808","55595","92262.6","70244.5","25074","10949.1","753.527","0.565153","14.3019","0.3615","0.1092","5.63447","2994.53","23.7308","4026.13","12.7607","6621.27","502","0.107242","447","0.095492","0.202734","630","0.134587","510","0.108951","0.243538","0.00826446","859.485","1","0","12","12","-0.00102374","30/10/2015 00:00:00","25/4/2024 00:00:00",,"11/8/2024 00:30:03"
"46","4",,,"129","典韦","diǎn_wéi","阿韦|啊韦|疯狗|彻底疯狂|dw","99","4","233690900","23332127","1","0.3333",,,"3","0.000166279","683","0.0378561","346","0.506589","32.9214","3","0.000227669","406","0.0308113","186","0.458128","29.0971","6","0.000192191","1089","0.0348826","532","0.488522","0.00506795","31.0093","341939","22.1862","11118","5426",,"80104","4643","0.943507","1327","2752","0.559236","4.8292","3.7539","4.3499","0.968871","500345","70619.2","89812.8","68817.7","22391.5","10979.5","780.441","0.578153","14.2626","0.753","0.2516","5.62597","3024.27","23.9706","6882.78","9.17815","14114.7","158","0.145087","128","0.117539","0.262626","136","0.124885","103","0.094582","0.219467","0.00826446","845.784","2","3","80","91","-0.0013981","1/1/1999 00:00:00","28/3/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"47","4","1",,"128","曹操","cáo_cāo","曹尺|曹三磕|曹老板|cc","99","3.5","233692400",,"1","0.2222",,,"1","0.0000554262","342","0.0189558","157","0.459064","26.7513","4","0.000303559","259","0.0196555","124","0.478764","27.9073","5","0.000160159","601","0.0192511","281","0.467554","0.0253189","27.3293","299775","31.7352","11021","2829",,"80104","1606","0.575627","1533","1296","0.464516","3.381","3.1231","4.0732","0.863561","390738","58560","92644.3","73031.4","28242","10438.8","748.474","0.50874","14.0283","0.5308","0.188","5.37942","1988.37","32.822","5131.39","5.83527","41369","58","0.096506","60","0.099834","0.196339","93","0.154742","50","0.083195","0.237937","0","836.735","0","2","103","102","0.0000334029","3/11/2015 00:00:00","30/5/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"48","4",,,"107","赵云","zhào_yún","赵六|宝马|龙胆|子龙|zy","99","5","233691459","22984094","1","0.2",,,"3","0.000166279","132","0.00731626","65","0.492424","26.1052","3","0.000227669","185","0.0140396","89","0.481081","26.8904","6","0.000192191","317","0.0101541","154","0.485804","0.0128172","26.4978","266356","30.3751","10113","1461",,"80104","1249","0.900505","1338","373","0.268926","3.7666","3.3912","4.7319","0.794637","447788","54451.8","89279.7","69998.6","26142.5","10973.5","749.55","0.543126","14.2177","0.4385","0.1546","5.53864","2741.09","25.1514","4487.1","8.4795","44791.4","24","0.07571","20","0.063091","0.138801","41","0.129338","22","0.069401","0.198738","0","851.997","0","0","114","111","-0.000443113","1/1/1999 00:00:00","23/5/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"49","2",,,"513","上官婉儿","shàng_guān_wǎn_ér|wǎn_ér","婉娥|上官|婉儿|sgwe","99","2.5","328323176","23406259","1","0.1667",,,"9","0.000498836","1132","0.0627425","602","0.531802","39.201","9","0.000683008","949","0.0720194","477","0.502634","39.621","18","0.000576572","2081","0.0666581","1079","0.518501","0.0570791","39.411","477109","42.0622","12165","9584",,"80110","7208","0.784587","1231","2469","0.268749","4.5863","3.9409","5.2994","1.3173","226687","78612.8","71235.8","61992.8","18858.9","9098.4","671.705","0.620741","13.5733","0.4344","0.1317","5.55977","482.02","36.655","4072.81","3.37049","13608.1","244","0.117251","224","0.107641","0.224892","277","0.133109","138","0.066314","0.199423","0","820.491","0","8","49","51","-0.000605225","18/12/2018 00:00:00","4/1/2024 00:00:00","25/4/2024 00:00:00","11/8/2024 00:30:03"
"50","4",,,"137","司马懿","sī_mǎ_yì","司马|smy","99","2","296832796","22922246","1","0.125","-1","猎杀开始","2","0.000110852","747","0.0414034","370","0.495315","33.0603","7","0.000531229","584","0.0443196","305","0.52226","35.0433","9","0.000288286","1331","0.0426343","675","0.507137","0.0188874","34.0518","402220","33.9575","11898","6159",,"80104","5660","0.922275","1421","2590","0.42203","5.3952","3.4936","4.8723","0.878588","484541","65317.6","82897.7","61524.4","21132.7","11182.3","779.806","0.628338","14.3313","0.7648","0.2517","6.40561","2959.38","25.698","6953.71","8.19609","14674.5","164","0.123216","124","0.093163","0.216379","184","0.138242","89","0.066867","0.205109","0.0165289","855.494","0","0","93","71","-0.00172919","23/8/2018 00:00:00","27/6/2024 00:00:00","21/10/2021 00:00:00","11/8/2024 00:30:03"
"51","1","3",,"125","元歌","yuán_gē","庞统|傀儡|甜筒|yg","99","2","284211343","22914017","1","0.1304",,,"1","0.0000554262","1760","0.0975502","908","0.515909","45.3124","2","0.00015178","1059","0.0803673","561","0.529745","42.5797","3","0.0000960953","2819","0.0902976","1469","0.521107","0.0169136","43.946","555742","56.4942","12679","12075",,"80115","11147","0.935465","1423","6466","0.542632","3.6524","2.6403","4.636","0.985704","272693","68289","51075.9","43072.1","19437","9902.62","693.702","0.526325","13.9762","0.7375","0.2433","6.58435","554.414","45.2934","6286.98","1.04363","8346.1","338","0.119901","386","0.136928","0.256829","512","0.181625","372","0.131962","0.313586","0.0413223","871.371","2","4","44","39","0.00268942","4/7/2018 00:00:00","27/6/2024 00:00:00","1/3/2022 00:00:00","11/8/2024 00:30:03"
"52","4",,,"195","百里玄策","bǎi_lǐ_xuán_cè|xuán_cè","小疯子|玄策|blxc","99","2.5","240425183","24089579","1","0.1667",,,"1","0.0000554262","646","0.0358053","332","0.513932","32.8646","8","0.000607118","693","0.0525916","348","0.502164","35.7024","9","0.000288286","1339","0.0428905","680","0.507842","0.0742339","34.2835","410099","31.0761","12005","6516",,"80104","6463","0.992323","1132","3839","0.589437","4.655","3.3376","4.0986","0.717774","547592","50642.7","67785.2","53058.1","19177.6","11280.9","835.718","0.57916","14.3615","1.2016","0.3928","5.96554","3453.68","24.8887","11554.6","8.18895","7348.89","162","0.120986","114","0.085138","0.206124","174","0.129948","66","0.049291","0.179238","0.00826446","827.179","0","0","70","67","-0.000657047","24/8/2017 00:00:00","7/2/2024 00:00:00","30/5/2024 00:00:00","11/8/2024 00:30:03"
"53","3",,,"196","百里守约","bǎi_lǐ_shǒu_yuē|shǒu_yuē","朱雀|守约|伏地魔|blsy","99","0.5","238080304","23128362","1","0.6667",,,"6091","0.337601","4390","0.243321","2174","0.495216","115.625","2686","0.20384","2385","0.180997","1145","0.480084","85.6836","8777","0.281143","6775","0.217015","3319","0.489889","0.00997804","100.654","1313940","41.7938","13120","32526",,"80115","30469","0.991894","1422","9013","0.293411","3.2059","2.5027","5.5169","1.19448","385780","88065.8","58258.8","49423.6","23809.8","11025.5","743.166","0.580513","14.012","1.3373","0.4892","7.01759","962.534","42.6241","12694","2.19616","8776.14","849","0.125314","773","0.114096","0.23941","1108","0.163542","660","0.097417","0.260959","0.322314","857.984","1","0","7","8","0.00294672","8/8/2017 00:00:00","20/9/2023 00:00:00","30/5/2024 00:00:00","11/8/2024 00:30:03"
"54","4",,,"162","娜可露露","nà_kě_lù_lù|mǎ_mǎ_hā_hā","小鸟|那可|娜可|露露|马马哈哈|玛玛哈哈|nkll","99","4","233693725",,"1","0.375",,,"2","0.000110852","376","0.0208403","180","0.478723","28.1181","1","0.0000758898","398","0.0302041","201","0.505025","31.3016","3","0.0000960953","774","0.0247926","381","0.492248","0.0287633","29.7098","332869","45.4249","11233","3655",,"80104","3555","0.998595","1338","692","0.194382","5.2351","3.186","3.9212","0.802455","564468","59932.4","63574.5","47690.6","18394.6","11865.9","816.279","0.576596","14.4096","0.4419","0.124","6.47615","3531.39","25.2558","4270.67","3.58656","16373.5","102","0.131783","59","0.076227","0.20801","123","0.158915","51","0.065891","0.224806","0","862.735","0","8","88","94","-0.00166039","22/2/2016 00:00:00","20/9/2023 00:00:00","11/8/2022 00:00:00","11/8/2024 00:30:03"
"55","2",,,"157","不知火舞","bú_zhī_huǒ_wǔ|bù_zhī_huǒ_wǔ","火舞|驴打滚|bzhw","99","0","233694241","23394912","1","0.5714",,,"15765","0.873794","1726","0.0956657","865","0.501159","153.415","10889","0.826364","1473","0.111786","779","0.528853","152.095","26654","0.853775","3199","0.10247","1644","0.513911","0.0895392","152.755","2260320","77.4895","14813","15961",,"80115","15593","0.993311","1239","884","0.0563129","3.5317","3.5424","5.9641","1.16808","258514","74440.4","61516.2","52705.9","17834.7","9469.05","680.439","0.592475","13.6405","0.166","0.0397","5.73527","504.801","39.3598","1686.27","24.4711","6472.01","282","0.088153","322","0.100656","0.188809","457","0.142857","276","0.086277","0.229134","0.00826446","840.417","0","5","1","1","-0.00407745","12/5/2016 00:00:00","16/5/2024 00:00:00","23/3/2020 00:00:00","11/8/2024 00:30:03"
"56","4",,,"153","兰陵王","lán_líng_wáng","兰陵灯|绿陵王|蓝零亡|llw","99","2","233693631",,"1","0.5","-1","猎杀开始","33","0.00182907","1401","0.0776521","713","0.508922","41.2052","76","0.00576763","1174","0.0890946","588","0.500852","43.5825","109","0.00349146","2575","0.0824818","1301","0.505243","0.0646367","42.3938","514576","33.1378","12205","11773",,"80104","10197","0.919726","1533","9362","0.844412","5.08","3.8571","5.3623","0.82567","445723","60410.7","65898.9","50344.4","15752.7","10920.2","738.395","0.622884","14.3033","0.3449","0.1146","6.12741","2663.09","24.0229","3353.14","16.233","18448.2","247","0.095922","222","0.086214","0.182136","293","0.113786","151","0.058641","0.172427","0.00826446","878.275","0","8","41","46","-0.00163352","16/2/2016 00:00:00","27/6/2024 00:00:00","27/9/2023 00:00:00","11/8/2024 00:30:03"
"57","2",,,"141","貂蝉","diāo_chán","蝉儿|小婵|仲夏夜|金貂|紫貂|dc","99","3","233693069","22971288","1","0.1429",,,"10","0.000554262","823","0.0456158","418","0.507898","34.5873","8","0.000607118","869","0.0659482","477","0.548907","40.7109","18","0.000576572","1692","0.0541978","895","0.52896","0.0425532","37.6491","447761","42.503","11934","6843",,"80121","3296","0.508564","1232","1535","0.236846","3.6596","3.5957","5.1383","1.23008","268376","79539.3","79435","66127.3","22983.5","9712.97","697.614","0.565917","13.6743","0.1513","0.0491","5.52973","584.526","39.2943","1212.77","5.88121","32647.4","182","0.107565","159","0.093972","0.201537","243","0.143617","131","0.077423","0.22104","0.0165289","833.758","0","0","62","56","0.000540936","15/12/2015 00:00:00","30/5/2024 00:00:00","6/6/2024 00:00:00","11/8/2024 00:30:03"
"58","4",,,"116","阿轲","ā_kē","荆轲|ak","99","3.5","233691265","22971370","1","0","-1","猎杀开始","2","0.000110852","195","0.0108081","95","0.487179","26.5345","1","0.0000758898","257","0.0195037","124","0.48249","28.0347","3","0.0000960953","452","0.0144784","219","0.484513","0.0143973","27.2846","299448","32.1641","11039","2243",,"80104","2225","0.991091","1338","287","0.12784","5.5597","3.2876","4.1726","0.788938","519430","58509.9","74464.9","56575.6","20974.6","11431.1","794.416","0.583566","14.323","0.5398","0.1881","6.719","3272.17","21.9358","4857.48","3.32301","33091.5","72","0.159292","47","0.103982","0.263274","76","0.168142","42","0.09292","0.261062","0","852.85","0","0","106","103","-0.000873863","1/1/1999 00:00:00","20/9/2023 00:00:00","2/6/2021 00:00:00","11/8/2024 00:30:03"
"59","2",,,"312","沈梦溪","shěn_mèng_xī","猫咪|喵咪|炸弹猫|smx","99","2","303076974",,"1","0.3333",,,"9","0.000498836","1901","0.105365","912","0.479748","45.1228","0","0","1151","0.0873492","539","0.468288","40.8843","9","0.000288286","3052","0.097761","1451","0.475426","0.0854706","43.0035","520558","59.6018","12146","14923",,"80115","14581","0.993595","1234","10524","0.717138","2.7693","2.4351","7.0275","1.56009","265013","105162","48058.3","42638.7","20779.8","9408.63","642.693","0.653521","13.8306","0.1402","0.0364","8.18574","435.708","39.4148","1176.25","12.5242","7304.55","406","0.133028","513","0.168087","0.301114","538","0.176278","364","0.119266","0.295544","0","883.497","0","7","40","45","0.00237202","23/10/2018 00:00:00","14/3/2024 00:00:00","22/2/2024 00:00:00","11/8/2024 00:30:03"
"60","2",,,"504","米莱狄","mǐ_lái_dí","mld","99","4","276642583","22925972","1","0.5",,,"4","0.000221705","282","0.0156302","141","0.5","28.1538","1","0.0000758898","258","0.0195796","109","0.422481","25.0494","5","0.000160159","540","0.0172972","250","0.462963","0.0136535","26.6016","279343","29.5577","10553","2506",,"80115","2252","0.964867","1424","542","0.232219","2.2593","2.8","5.6241","1.44944","264429","88562.9","39368.2","36491.4","15168.1","8507.67","647.427","0.565963","13.5148","1.4796","0.5167","5.93287","506.343","37.4019","14832","12.1907","5511.99","70","0.12963","84","0.155556","0.285185","101","0.187037","73","0.135185","0.322222","0","827.252","0","4","102","108","-0.000348759","15/5/2018 00:00:00","27/6/2024 00:00:00","9/11/2023 00:00:00","11/8/2024 00:30:03"
"61","2",,,"197","弈星","yì_xīng","一星|下棋|围棋少年|yx","99","2","268511949","23611639","1","0.1538",,,"18","0.000997672","2550","0.141337","1239","0.485882","52.6862","20","0.0015178","1699","0.128937","866","0.509712","51.4627","38","0.00121721","4249","0.136103","2105","0.495411","0.158855","52.0744","639214","80.4054","12322","20485",,"80115","19848","0.992003","1235","17872","0.893243","2.4345","2.5114","8.6559","1.23648","210906","73135","51906.8","46668.4","22403.8","8860.49","623.768","0.703855","13.6037","0.212","0.0621","9.19441","436.401","34.7581","1765.12","20.1273","6818.48","352","0.082843","347","0.081666","0.164509","589","0.138621","389","0.091551","0.230172","0.00826446","852.956","0","0","30","32","0.00278199","20/3/2018 00:00:00","28/3/2024 00:00:00",,"11/8/2024 00:30:03"
"62","2",,,"176","杨玉环","yáng_yù_huán","环环|李华|yyh","99","1","263450851","22920588","1","0.4",,,"6","0.000332557","2499","0.13851","1249","0.4998","52.7336","5","0.000379449","1780","0.135084","891","0.500562","52.0923","11","0.00035235","4279","0.137064","2140","0.500117","0.161278","52.4129","663758","54.2425","12715","20614",,"80115","15228","0.760108","1423","11460","0.572028","2.7724","2.7801","7.6191","1.08177","256085","65781.1","78560.9","66606.8","29635.3","9224.95","678.073","0.700607","13.5763","0.4356","0.1376","8.11979","825.151","32.3742","4060.66","17.0939","58725.4","496","0.115915","319","0.07455","0.190465","716","0.167329","451","0.105398","0.272727","0","819.038","1","0","27","30","0.00241703","12/2/2018 00:00:00","16/5/2024 00:00:00","6/2/2024 00:00:00","11/8/2024 00:30:03"
"63","2",,,"179","女娲","nǚ_wā","补天|nw","99","3","252481804","22965595","1","0.5",,,"4","0.000221705","953","0.0528212","486","0.509969","36.0904","2","0.00015178","772","0.0585869","374","0.484456","35.9592","6","0.000192191","1725","0.0552548","860","0.498551","0.0219819","36.0248","424552","33.92","11830","7407",,"80115","7123","0.997759","1423","2453","0.343606","3.1049","2.04","7.7426","1.15751","261630","77906.3","42762.5","38108.3","21271.5","9926.73","664.304","0.693548","13.8852","0.1838","0.0446","10.3762","393.331","44.4006","1461.63","20.7125","16547.8","226","0.131014","218","0.126377","0.257391","266","0.154203","166","0.096232","0.250435","0.0330578","877.716","0","0","71","60","-0.000607713","21/11/2017 00:00:00","18/1/2024 00:00:00","11/1/2024 00:00:00","11/8/2024 00:30:03"
